record_id,date,period,hospital_id,hospital_name,region,department,total_beds,operational_beds,occupied_beds_morning,admissions,discharges,transfers_in,transfers_out,emergency_arrivals,elective_surgeries,cancellations,staff_nurses,staff_doctors,avg_wait_time_min,median_wait_time_min,bed_turnover_time_hr,patients_left_without_seen,isolation_beds_used,source_system,notes
C2026_01541,2026-03-06,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,37,28,1,0,2,1,3,0,0,4,2,52.5,39.9,5.4,0,0,BedBoard,
C2026_01542,2026-03-06,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,33,5,8,2,2,0,0,0,8,1,48.3,33.7,4.3,0,3,Manual_CSV,
C2026_01543,2026-03-06,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,38,38,34,15,15,3,5,27,0,1,6,6,83.4,66.7,4.1,2,3,HIS_B,
C2026_01544,2026-03-06,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,26,24,23,2,0,4,1,0,0,1,11,2,50.3,39.8,3.9,0,1,Manual_CSV,
C2026_01545,2026-03-06,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,72,72,63,10,12,4,3,0,0,2,11,6,41.9,31.4,2.8,0,5,HIS_A,
C2026_01546,2026-03-06,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,46,38,6,4,2,5,4,12,1,7,3,,40.9,3.6,0,2,BedBoard,
C2026_01547,2026-03-06,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,34,25,2,8,4,4,2,0,0,10,3,53.9,40.3,5.1,0,1,BedBoard,
C2026_01548,2026-03-06,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,39,26,4,7,0,0,0,0,1,6,2,22.9,15.4,4.2,0,1,BedBoard,
C2026_01549,2026-03-06,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,35,35,27,10,11,4,4,34,0,1,11,5,94.3,77.9,2.8,3,1,HIS_B,
C2026_01550,2026-03-06,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,23,22,20,4,1,0,3,0,0,0,10,5,85.7,70.2,2.3,0,1,Manual_CSV,
C2026_01551,2026-03-06,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,69,69,54,11,8,3,3,0,0,0,8,4,31.8,26.7,3.0,0,1,HIS_B,
C2026_01552,2026-03-06,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,45,33,8,9,4,0,0,12,2,3,2,67.2,47.0,4.6,0,1,BedBoard,
C2026_01553,2026-03-06,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,29,21,7,2,1,1,0,0,1,5,2,54.8,42.5,3.6,0,1,Manual_CSV,
C2026_01554,2026-03-06,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,36,23,5,0,2,0,0,0,0,4,2,16.9,11.6,4.0,0,0,BedBoard,
C2026_01555,2026-03-06,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,44,42,36,12,16,2,3,44,0,1,10,8,69.1,51.7,4.7,0,1,Manual_CSV,
C2026_01556,2026-03-06,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,32,31,31,2,5,1,5,3,0,1,12,7,51.0,41.2,5.5,0,2,Manual_CSV,
C2026_01557,2026-03-06,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,78,78,76,15,20,2,3,0,0,0,11,5,56.1,44.1,5.1,0,6,HIS_A,
C2026_01558,2026-03-06,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,53,50,8,9,3,2,3,12,1,6,3,86.0,68.9,2.7,0,1,HIS_B,
C2026_01559,2026-03-06,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Paeds,40,40,32,7,10,1,1,1,0,0,6,5,44.8,32.8,5.3,0,1,HIS_A,
C2026_01560,2026-03-06,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,46,36,10,11,0,3,0,0,0,8,5,,37.4,3.8,0,1,HIS_B,
C2026_01561,2026-03-07,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,42,41,31,15,16,3,4,44,0,0,8,2,108.0,82.4,3.1,0,0,HIS_A,
C2026_01562,2026-03-07,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,30,30,26,3,1,3,6,0,0,0,10,6,43.1,32.7,3.0,0,1,HIS_A,
C2026_01563,2026-03-07,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,76,74,61,13,12,3,1,2,0,0,10,1,59.7,44.9,3.8,0,4,Manual_CSV,
C2026_01564,2026-03-07,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,52,45,7,3,1,4,1,12,1,9,6,98.6,76.0,3.8,0,2,HIS_A,
C2026_01565,2026-03-07,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,36,22,4,4,2,0,0,0,1,3,1,41.8,30.1,3.8,0,3,BedBoard,
C2026_01566,2026-03-07,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,32,9,12,2,2,0,0,0,4,2,36.0,30.8,3.0,0,3,HIS_A,
C2026_01567,2026-03-07,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,38,36,25,9,9,3,4,29,0,0,10,8,44.0,37.2,3.6,0,2,Manual_CSV,
C2026_01568,2026-03-07,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,26,26,20,3,12,1,2,0,0,1,11,4,36.5,25.0,6.6,0,2,Manual_CSV,
C2026_01569,2026-03-07,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,72,71,57,16,22,2,0,1,0,2,11,3,53.5,44.8,4.6,0,2,Manual_CSV,
C2026_01570,2026-03-07,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,47,36,4,4,4,4,0,13,1,5,4,52.6,40.0,4.4,0,0,Manual_CSV,
C2026_01571,2026-03-07,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,33,22,1,0,2,1,2,0,0,5,1,48.0,38.6,5.4,0,2,Manual_CSV,
C2026_01572,2026-03-07,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,39,24,6,3,5,1,1,0,0,8,3,13.1,10.6,3.7,0,1,Manual_CSV,
C2026_01573,2026-03-07,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,35,35,21,14,11,4,2,35,0,0,8,4,56.5,35.2,2.7,2,2,HIS_A,
C2026_01574,2026-03-07,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,23,23,17,0,2,4,0,1,0,0,8,5,25.3,17.3,5.1,0,1,HIS_B,
C2026_01575,2026-03-07,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,69,69,50,16,14,2,3,1,0,2,11,3,45.2,28.5,4.5,0,3,Manual_CSV,
C2026_01576,2026-03-07,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,45,34,5,7,1,2,1,6,0,6,5,71.4,59.0,4.9,0,3,BedBoard,
C2026_01577,2026-03-07,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,31,20,3,2,0,1,2,0,0,2,4,46.6,39.4,2.9,0,1,BedBoard,
C2026_01578,2026-03-07,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,36,22,2,1,1,1,1,0,0,1,1,19.8,15.2,5.5,0,0,HIS_B,
C2026_01579,2026-03-07,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,44,44,34,9,6,2,1,27,0,0,11,4,57.4,48.0,2.3,0,3,BedBoard,manual entry
C2026_01580,2026-03-07,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,32,31,30,6,11,4,1,0,0,0,13,4,51.1,36.4,2.8,0,2,HIS_B,
C2026_01581,2026-03-07,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,78,77,60,9,6,2,0,2,0,0,8,4,38.3,30.9,2.4,0,2,Manual_CSV,
C2026_01582,2026-03-07,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,53,41,3,2,2,5,0,9,3,8,4,77.4,49.8,6.6,0,3,BedBoard,
C2026_01583,2026-03-07,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,39,26,4,9,0,2,2,0,0,4,1,34.3,27.7,5.0,0,3,BedBoard,
C2026_01584,2026-03-07,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,44,33,6,7,4,3,1,0,0,2,2,32.0,25.6,4.3,0,3,Manual_CSV,
C2026_01585,2026-03-08,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,42,42,33,17,16,1,2,43,0,0,12,6,84.3,57.8,4.1,1,2,HIS_B,
C2026_01586,2026-03-08,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,30,29,25,3,4,4,3,1,0,0,9,1,20.9,16.7,4.5,0,1,HIS_A,
C2026_01587,2026-03-08,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,76,75,69,14,18,1,2,1,0,0,12,5,59.7,37.9,7.5,0,1,Manual_CSV,
C2026_01588,2026-03-08,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,52,44,8,11,0,3,4,11,0,9,3,67.1,46.8,4.0,0,3,BedBoard,
C2026_01589,2026-03-08,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,26,7,6,0,3,1,0,1,3,4,25.5,20.2,6.9,0,2,Manual_CSV,
C2026_01590,2026-03-08,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,43,28,9,8,2,0,1,0,1,2,3,34.6,24.6,4.5,0,0,BedBoard,
C2026_01591,2026-03-08,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,38,37,25,5,4,3,2,26,0,0,9,5,40.2,29.5,5.2,0,2,HIS_B,
C2026_01592,2026-03-08,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,26,26,21,0,0,3,1,0,0,0,12,2,44.8,36.4,3.8,0,1,Manual_CSV,
C2026_01593,2026-03-08,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,72,72,46,16,16,0,1,0,0,0,4,3,32.3,24.9,0.5,0,5,HIS_B,
C2026_01594,2026-03-08,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,47,32,6,5,2,0,2,11,0,6,3,52.4,40.4,4.7,0,1,HIS_B,
C2026_01595,2026-03-08,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,33,19,6,4,0,2,2,0,0,3,1,23.2,19.4,5.6,0,2,HIS_B,
C2026_01596,2026-03-08,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,40,26,7,8,2,2,0,0,0,2,1,57.0,41.4,5.3,0,1,Manual_CSV,
C2026_01597,2026-03-08,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,35,35,30,9,17,3,1,28,0,0,10,6,86.9,58.7,5.7,2,1,HIS_B,
C2026_01598,2026-03-08,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,23,20,18,2,8,6,0,0,0,1,7,3,55.1,39.5,5.1,0,0,HIS_B,
C2026_01599,2026-03-08,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,69,67,39,10,6,0,4,0,0,0,7,1,30.7,19.6,3.5,0,2,HIS_A,
C2026_01600,2026-03-08,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,44,28,1,0,0,3,0,6,1,4,2,46.2,34.6,4.3,0,3,BedBoard,
C2026_01601,2026-03-08,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,30,17,0,0,4,4,2,0,3,6,4,22.6,18.4,4.7,0,2,BedBoard,
C2026_01602,2026-03-08,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,36,26,5,3,3,3,0,0,0,3,1,26.3,17.3,3.9,0,1,BedBoard,
C2026_01603,2026-03-08,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,44,41,32,9,12,3,0,36,0,0,9,4,79.4,52.5,2.8,2,3,BedBoard,system refresh delay
C2026_01604,2026-03-08,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,32,30,26,1,2,1,3,0,0,0,13,1,34.4,25.9,5.9,0,0,BedBoard,
C2026_01605,2026-03-08,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,78,76,58,12,7,4,2,0,0,0,6,1,49.8,33.7,3.1,0,2,HIS_B,
C2026_01606,2026-03-08,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,50,40,5,0,3,3,1,8,2,6,2,48.7,40.6,5.7,0,3,Manual_CSV,
C2026_01607,2026-03-08,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,37,21,6,3,7,3,3,0,0,1,3,29.0,18.2,1.9,0,1,HIS_B,
C2026_01608,2026-03-08,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,45,31,4,1,2,0,1,0,1,3,1,27.3,22.3,3.2,0,1,BedBoard,
C2026_01609,2026-03-09,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,42,40,34,12,14,1,2,34,0,0,7,4,94.4,73.0,5.3,2,2,HIS_B,
C2026_01610,2026-03-09,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,30,27,26,0,5,2,2,0,0,1,11,3,41.7,33.5,3.1,0,1,HIS_A,
C2026_01611,2026-03-09,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,76,74,65,14,22,3,2,3,0,0,7,4,67.7,47.7,4.5,0,0,HIS_B,night shift estimate
C2026_01612,2026-03-09,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,51,39,3,2,6,2,3,12,1,7,1,57.2,41.7,4.8,0,1,HIS_A,
C2026_01613,2026-03-09,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,29,9,9,3,3,4,0,0,5,2,36.2,30.0,6.3,0,1,HIS_A,
C2026_01614,2026-03-09,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,32,3,8,2,3,1,0,0,4,3,35.3,25.5,3.2,0,1,HIS_A,
C2026_01615,2026-03-09,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,38,37,27,12,12,2,2,37,0,0,10,3,89.0,67.1,3.1,3,0,Manual_CSV,
C2026_01616,2026-03-09,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,26,26,24,0,1,1,1,0,0,0,11,3,54.7,46.5,6.3,0,0,HIS_B,
C2026_01617,2026-03-09,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,72,71,67,15,18,2,2,0,0,1,10,3,53.6,44.1,3.3,0,4,BedBoard,
C2026_01618,2026-03-09,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,48,39,2,0,1,3,3,16,2,10,3,78.1,49.5,3.0,0,0,HIS_B,
C2026_01619,2026-03-09,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,34,23,8,5,4,1,0,0,1,2,3,67.2,42.8,3.4,0,1,HIS_B,
C2026_01620,2026-03-09,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,40,28,6,11,3,2,2,0,0,4,2,57.5,40.6,2.3,0,1,HIS_A,
C2026_01621,2026-03-09,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,35,35,25,9,7,3,1,22,0,1,9,4,70.1,54.7,3.4,1,0,BedBoard,
C2026_01622,2026-03-09,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,23,23,21,0,5,4,2,0,0,0,8,4,57.5,41.2,4.8,0,0,Manual_CSV,
C2026_01623,2026-03-09,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,69,67,53,13,16,5,2,3,0,1,5,3,45.0,35.9,4.2,0,4,BedBoard,
C2026_01624,2026-03-09,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,45,31,6,15,3,5,2,11,1,4,4,48.5,39.8,3.6,0,2,BedBoard,
C2026_01625,2026-03-09,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,30,19,6,4,3,4,0,0,0,6,2,34.8,26.0,4.1,0,0,BedBoard,
C2026_01626,2026-03-09,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,36,24,3,0,2,3,4,0,1,8,2,42.9,28.1,5.4,0,1,HIS_A,night shift estimate
C2026_01627,2026-03-09,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,44,42,39,15,,3,0,38,0,0,6,5,117.2,100.6,4.3,1,3,HIS_A,
C2026_01628,2026-03-09,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,32,31,27,3,0,3,1,2,0,0,10,4,67.5,52.8,2.8,0,2,Manual_CSV,
C2026_01629,2026-03-09,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,78,78,66,13,17,5,4,4,0,1,9,3,40.2,25.0,3.7,0,6,BedBoard,
C2026_01630,2026-03-09,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,52,46,3,0,2,3,0,10,1,11,5,71.0,46.1,6.4,0,2,HIS_A,
C2026_01631,2026-03-09,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,39,32,11,8,2,0,4,0,0,6,4,39.7,29.6,4.4,0,1,BedBoard,
C2026_01632,2026-03-09,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,46,36,8,7,1,2,0,0,0,4,1,59.9,37.5,3.5,0,2,HIS_A,
C2026_01633,2026-03-10,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,42,40,34,13,13,3,1,31,0,0,11,6,95.9,64.9,5.2,1,1,BedBoard,
C2026_01634,2026-03-10,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,30,28,25,6,5,2,1,3,0,2,14,4,36.1,28.9,5.8,0,2,HIS_B,
C2026_01635,2026-03-10,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,76,76,60,9,10,3,4,3,0,0,8,2,57.8,42.8,3.5,0,1,HIS_A,
C2026_01636,2026-03-10,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,50,43,7,8,3,2,2,6,0,4,2,53.3,38.9,2.3,0,3,BedBoard,
C2026_01637,2026-03-10,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,36,26,9,18,4,2,1,0,0,8,3,53.9,33.6,1.2,0,1,BedBoard,
C2026_01638,2026-03-10,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,43,32,2,0,1,4,4,0,0,6,3,29.1,20.4,5.6,0,2,Manual_CSV,
C2026_01639,2026-03-10,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,38,38,26,12,16,2,2,21,0,1,10,6,66.9,53.5,3.1,2,3,HIS_B,
C2026_01640,2026-03-10,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,26,25,21,4,0,3,3,0,0,0,12,2,49.2,37.8,5.0,0,0,HIS_B,
C2026_01641,2026-03-10,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,72,72,57,16,20,3,1,0,0,0,10,4,51.8,34.8,4.3,0,1,HIS_B,
C2026_01642,2026-03-10,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,47,40,7,6,3,4,0,6,1,3,6,63.1,52.9,4.2,0,4,HIS_A,
C2026_01643,2026-03-10,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,33,24,3,2,4,2,0,0,0,5,3,29.4,19.6,5.2,0,2,BedBoard,
C2026_01644,2026-03-10,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Obstetrics,40,39,24,3,0,4,3,2,0,0,3,2,40.7,28.0,3.0,0,1,HIS_A,
C2026_01645,2026-03-10,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,35,35,28,9,9,4,4,29,0,0,10,4,86.7,72.9,5.5,0,0,HIS_B,
C2026_01646,2026-03-10,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Intensive Care,23,23,19,4,0,1,3,0,0,0,9,2,44.5,30.8,3.8,0,1,HIS_A,
C2026_01647,2026-03-10,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Medical Ward,69,67,56,16,24,4,4,0,0,0,12,3,55.8,38.6,2.5,0,2,Manual_CSV,
C2026_01648,2026-03-10,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,45,32,8,13,0,1,3,7,0,9,2,56.3,45.7,2.3,0,3,HIS_B,
C2026_01649,2026-03-10,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,30,20,4,5,1,2,0,0,2,8,2,22.7,16.0,4.5,0,2,HIS_B,
C2026_01650,2026-03-10,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,36,27,4,6,1,1,3,0,0,6,1,48.6,40.5,3.7,0,2,HIS_B,
C2026_01651,2026-03-10,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,44,44,38,13,17,1,3,40,0,0,13,7,81.1,65.8,2.9,2,3,HIS_A,
C2026_01652,2026-03-10,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,32,30,38,4,4,3,3,2,0,0,12,4,61.2,47.4,4.5,0,1,HIS_A,capacity reconciliation needed
C2026_01653,2026-03-10,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,78,76,68,17,14,2,0,3,0,0,9,4,30.0,21.0,5.2,0,6,HIS_B,
C2026_01654,2026-03-10,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,53,42,5,2,3,2,0,19,2,7,1,44.2,31.0,4.0,0,4,HIS_A,
C2026_01655,2026-03-10,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,39,25,3,4,2,4,0,0,0,5,3,19.4,15.1,3.7,0,2,Manual_CSV,
C2026_01656,2026-03-10,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,46,34,6,9,3,0,0,0,0,4,4,35.1,25.7,2.3,0,3,HIS_B,
C2026_01657,2026-03-11,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,42,41,32,13,9,3,4,41,0,0,10,4,96.3,74.9,4.9,2,3,Manual_CSV,
C2026_01658,2026-03-11,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,30,30,27,5,9,2,1,2,0,0,15,5,67.4,46.2,2.8,0,2,BedBoard,
C2026_01659,2026-03-11,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,76,76,70,17,17,3,2,1,0,1,11,3,59.7,40.8,5.4,0,2,Manual_CSV,
C2026_01660,2026-03-11,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,51,37,11,11,0,1,3,13,3,7,5,56.8,41.6,3.9,0,1,BedBoard,
C2026_01661,2026-03-11,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,27,0,7,1,1,2,0,3,7,1,32.0,21.6,3.4,0,0,BedBoard,
C2026_01662,2026-03-11,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Obstetrics,44,43,32,4,5,2,3,0,0,0,,1,31.2,23.8,4.7,0,2,HIS_A,
C2026_01663,2026-03-11,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,38,38,30,13,12,0,3,32,0,0,10,3,79.1,51.0,5.8,0,1,Manual_CSV,
C2026_01664,2026-03-11,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,26,26,24,1,2,1,4,3,0,0,13,4,60.9,45.1,4.1,0,1,HIS_B,
C2026_01665,2026-03-11,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Medical Ward,72,71,61,14,,1,0,1,0,0,10,3,45.1,33.5,1.9,0,2,HIS_A,
C2026_01666,2026-03-11,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,48,40,6,8,2,3,3,8,1,9,5,71.9,47.2,3.3,0,2,HIS_B,
C2026_01667,2026-03-11,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,34,27,3,6,2,1,2,0,0,4,2,49.3,30.8,4.5,0,1,Manual_CSV,
C2026_01668,2026-03-11,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,38,26,10,9,2,2,4,0,2,4,2,32.9,24.0,3.0,0,2,HIS_A,
C2026_01669,2026-03-11,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,35,35,28,11,11,1,4,22,0,0,5,3,97.3,70.0,4.1,1,1,HIS_A,
C2026_01670,2026-03-11,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,23,21,19,1,2,4,3,0,0,0,9,4,22.8,17.2,6.2,0,1,HIS_A,
C2026_01671,2026-03-11,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,69,69,51,13,14,2,0,2,0,1,10,4,24.2,15.1,6.1,0,4,HIS_B,
C2026_01672,2026-03-11,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,43,34,11,17,1,5,3,5,1,3,1,75.7,60.2,4.7,0,0,BedBoard,
C2026_01673,2026-03-11,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,29,19,4,0,2,2,2,0,1,1,2,28.1,22.6,2.3,0,0,HIS_B,
C2026_01674,2026-03-11,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,37,27,3,0,3,3,1,0,0,2,3,20.7,17.6,3.0,0,0,BedBoard,
